season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,inferred_fan_val,rule_type,harmonized_fan_percent
11,4,Bristol Palin,TV Personality,3rd Place,16.0,3,8.0,0.0893854748603352,11,False,0.0893854748603352,Percentage,0.0893854748603352
11,4,Florence Henderson,Actor/Actress,Eliminated Week 5,17.5,3,6.0,0.0977653631284916,5,False,0.0977653631284916,Percentage,0.0977653631284916
11,4,Jennifer Grey,Actor/Actress,1st Place,28.0,3,1.0,0.1564245810055866,11,False,0.1564245810055866,Percentage,0.1564245810055866
11,4,Kurt Warner,Athlete,Eliminated Week 8,17.0,3,7.0,0.0949720670391061,8,False,0.0949720670391061,Percentage,0.0949720670391061
11,4,Kyle Massey,Actor/Actress,2nd Place,20.0,3,4.0,0.1117318435754189,11,False,0.1117318435754189,Percentage,0.1117318435754189
11,4,Rick Fox,Athlete,Eliminated Week 7,19.5,3,5.0,0.1089385474860335,7,False,0.1089385474860335,Percentage,0.1089385474860335
11,4,The Situation,TV Personality,Eliminated Week 4,14.0,3,9.0,0.0782122905027933,4,True,0.0782122905027933,Percentage,0.0782122905027933
11,5,Audrina Patridge,TV Personality,Eliminated Week 6,23.0,3,5.0,0.1263736263736263,6,False,0.12637362637408112,Percentage,0.12637362637408112
11,5,Brandy,Singer/Rapper,Eliminated Week 9,27.0,3,1.0,0.1483516483516483,9,False,0.1483516483521031,Percentage,0.1483516483521031
11,5,Bristol Palin,TV Personality,3rd Place,18.0,3,8.0,0.0989010989010989,11,False,0.1153846153832511,Percentage,0.1153846153832511
11,5,Florence Henderson,Actor/Actress,Eliminated Week 5,21.0,3,6.0,0.1153846153846153,5,True,0.09890109889973472,Percentage,0.09890109889973472
11,5,Jennifer Grey,Actor/Actress,1st Place,25.0,3,2.0,0.1373626373626373,11,False,0.1373626373630921,Percentage,0.1373626373630921
11,5,Kurt Warner,Athlete,Eliminated Week 8,24.0,3,3.0,0.1318681318681318,8,False,0.1318681318685866,Percentage,0.1318681318685866
11,5,Kyle Massey,Actor/Actress,2nd Place,20.0,3,7.0,0.1098901098901098,11,False,0.10989010989056462,Percentage,0.10989010989056462
11,5,Rick Fox,Athlete,Eliminated Week 7,24.0,3,3.0,0.1318681318681318,7,False,0.1318681318685866,Percentage,0.1318681318685866
11,6,Audrina Patridge,TV Personality,Eliminated Week 6,31.9998,3,2.0,0.1545889285615941,6,True,0.1062800695461289,Percentage,0.1062800695461289
11,6,Brandy,Singer/Rapper,Eliminated Week 9,35.9999,3,1.0,0.1739131484985698,9,False,0.17391314849856981,Percentage,0.17391314849856981
11,6,Bristol Palin,TV Personality,3rd Place,27.9998,3,6.0,0.1352651917180396,11,False,0.13526519171803966,Percentage,0.13526519171803966
11,6,Jennifer Grey,Actor/Actress,1st Place,29.0,3,5.0,0.1400970921157704,11,False,0.14009709211577046,Percentage,0.14009709211577046
11,6,Kurt Warner,Athlete,Eliminated Week 8,21.9999,3,7.0,0.1062800695461289,8,False,0.15458892856159417,Percentage,0.15458892856159417
11,6,Kyle Massey,Actor/Actress,2nd Place,29.9999,3,4.0,0.1449275432332379,11,False,0.14492754323323798,Percentage,0.14492754323323798
11,6,Rick Fox,Athlete,Eliminated Week 7,30.0,3,3.0,0.144928026326659,7,False,0.14492802632665905,Percentage,0.14492802632665905
11,7,Brandy,Singer/Rapper,Eliminated Week 9,36.5,4,1.0,0.1750599520383693,9,False,0.17505995203836935,Percentage,0.17505995203836935
11,7,Bristol Palin,TV Personality,3rd Place,32.5,4,6.0,0.1558752997601918,11,False,0.16546762589928052,Percentage,0.16546762589928052
11,7,Jennifer Grey,Actor/Actress,1st Place,36.5,4,1.0,0.1750599520383693,11,False,0.17505995203836935,Percentage,0.17505995203836935
11,7,Kurt Warner,Athlete,Eliminated Week 8,35.0,4,3.0,0.1678657074340527,8,False,0.16786570743405277,Percentage,0.16786570743405277
11,7,Kyle Massey,Actor/Actress,2nd Place,33.5,4,5.0,0.1606714628297362,11,False,0.16067146282973627,Percentage,0.16067146282973627
11,7,Rick Fox,Athlete,Eliminated Week 7,34.5,4,4.0,0.1654676258992805,7,True,0.15587529976019185,Percentage,0.15587529976019185
11,8,Brandy,Singer/Rapper,Eliminated Week 9,28.5,3,1.0,0.2150943396226415,9,False,0.21509433962268698,Percentage,0.21509433962268698
11,8,Bristol Palin,TV Personality,3rd Place,23.5,3,5.0,0.1773584905660377,11,False,0.1811320754716299,Percentage,0.1811320754716299
11,8,Jennifer Grey,Actor/Actress,1st Place,28.5,3,1.0,0.2150943396226415,11,False,0.21509433962268698,Percentage,0.21509433962268698
11,8,Kurt Warner,Athlete,Eliminated Week 8,24.0,3,4.0,0.1811320754716981,8,True,0.17735849056596947,Percentage,0.17735849056596947
11,8,Kyle Massey,Actor/Actress,2nd Place,28.0,3,3.0,0.2113207547169811,11,False,0.2113207547170266,Percentage,0.2113207547170266
11,9,Brandy,Singer/Rapper,Eliminated Week 9,28.5,3,3.0,0.25,9,True,0.23245614035087722,Percentage,0.23245614035087722
11,9,Bristol Palin,TV Personality,3rd Place,26.5,3,4.0,0.2324561403508772,11,False,0.24999999999999997,Percentage,0.24999999999999997
11,9,Jennifer Grey,Actor/Actress,1st Place,30.0,3,1.0,0.2631578947368421,11,False,0.2631578947368421,Percentage,0.2631578947368421
11,9,Kyle Massey,Actor/Actress,2nd Place,29.0,3,2.0,0.2543859649122807,11,False,0.2543859649122807,Percentage,0.2543859649122807
11,10,Bristol Palin,TV Personality,3rd Place,25.6666,3,3.0,0.3092368897274451,11,False,0.3092368897274451,Percentage,0.3092368897274451
11,10,Jennifer Grey,Actor/Actress,1st Place,30.0,3,1.0,0.3614466540883231,11,False,0.3614466540883231,Percentage,0.3614466540883231
11,10,Kyle Massey,Actor/Actress,2nd Place,27.3332,3,2.0,0.3293164561842318,11,False,0.3293164561842318,Percentage,0.3293164561842318
12,1,Chelsea Kane,Actor/Actress,3rd Place,21.0,3,3.0,0.1014492753623188,11,False,0.1014492753623188,Percentage,0.1014492753623188
12,1,Chris Jericho,Athlete,Eliminated Week 6,19.0,3,5.0,0.0917874396135265,6,False,0.0917874396135265,Percentage,0.0917874396135265
12,1,Hines Ward,Athlete,1st Place,21.0,3,3.0,0.1014492753623188,11,False,0.1014492753623188,Percentage,0.1014492753623188
12,1,Kendra Wilkinson,TV Personality,Eliminated Week 7,18.0,3,7.0,0.0869565217391304,7,False,0.0869565217391304,Percentage,0.0869565217391304
12,1,Kirstie Alley,Actor/Actress,2nd Place,23.0,3,2.0,0.1111111111111111,11,False,0.1111111111111111,Percentage,0.1111111111111111
12,1,Mike Catherwood,Radio Personality,Eliminated Week 2,13.0,3,11.0,0.0628019323671497,2,False,0.0628019323671497,Percentage,0.0628019323671497
12,1,Petra Nemcova,Model,Eliminated Week 5,18.0,3,7.0,0.0869565217391304,5,False,0.0869565217391304,Percentage,0.0869565217391304
12,1,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,1.0,0.1159420289855072,9,False,0.1159420289855072,Percentage,0.1159420289855072
12,1,Romeo,Singer/Rapper,Eliminated Week 8,19.0,3,5.0,0.0917874396135265,8,False,0.0917874396135265,Percentage,0.0917874396135265
12,1,Sugar Ray Leonard,Athlete,Eliminated Week 4,17.0,3,9.0,0.0821256038647343,4,False,0.0821256038647343,Percentage,0.0821256038647343
12,1,Wendy Williams,TV Personality,Eliminated Week 3,14.0,3,10.0,0.0676328502415458,3,False,0.0676328502415458,Percentage,0.0676328502415458
12,2,Chelsea Kane,Actor/Actress,3rd Place,18.0,3,7.0,0.0833333333333333,11,False,0.0833333333333333,Percentage,0.0833333333333333
12,2,Chris Jericho,Athlete,Eliminated Week 6,23.0,3,1.0,0.1064814814814814,6,False,0.1064814814814814,Percentage,0.1064814814814814
12,2,Hines Ward,Athlete,1st Place,23.0,3,1.0,0.1064814814814814,11,False,0.1064814814814814,Percentage,0.1064814814814814
12,2,Kendra Wilkinson,TV Personality,Eliminated Week 7,19.0,3,6.0,0.0879629629629629,7,False,0.0879629629629629,Percentage,0.0879629629629629
12,2,Kirstie Alley,Actor/Actress,2nd Place,20.0,3,5.0,0.0925925925925925,11,False,0.0925925925925925,Percentage,0.0925925925925925
12,2,Mike Catherwood,Radio Personality,Eliminated Week 2,17.0,3,9.0,0.0787037037037037,2,True,0.0787037037037037,Percentage,0.0787037037037037
12,2,Petra Nemcova,Model,Eliminated Week 5,18.0,3,7.0,0.0833333333333333,5,False,0.0833333333333333,Percentage,0.0833333333333333
12,2,Ralph Macchio,Actor/Actress,Eliminated Week 9,21.0,3,4.0,0.0972222222222222,9,False,0.0972222222222222,Percentage,0.0972222222222222
12,2,Romeo,Singer/Rapper,Eliminated Week 8,23.0,3,1.0,0.1064814814814814,8,False,0.1064814814814814,Percentage,0.1064814814814814
12,2,Sugar Ray Leonard,Athlete,Eliminated Week 4,17.0,3,9.0,0.0787037037037037,4,False,0.0787037037037037,Percentage,0.0787037037037037
12,2,Wendy Williams,TV Personality,Eliminated Week 3,17.0,3,9.0,0.0787037037037037,3,False,0.0787037037037037,Percentage,0.0787037037037037
12,3,Chelsea Kane,Actor/Actress,3rd Place,23.0,3,3.0,0.1074766355140186,11,False,0.1074766355140186,Percentage,0.1074766355140186
12,3,Chris Jericho,Athlete,Eliminated Week 6,21.0,3,5.0,0.0981308411214953,6,False,0.0981308411214953,Percentage,0.0981308411214953
12,3,Hines Ward,Athlete,1st Place,25.0,3,1.0,0.116822429906542,11,False,0.116822429906542,Percentage,0.116822429906542
12,3,Kendra Wilkinson,TV Personality,Eliminated Week 7,23.0,3,3.0,0.1074766355140186,7,False,0.1074766355140186,Percentage,0.1074766355140186
12,3,Kirstie Alley,Actor/Actress,2nd Place,21.0,3,5.0,0.0981308411214953,11,False,0.0981308411214953,Percentage,0.0981308411214953
12,3,Petra Nemcova,Model,Eliminated Week 5,25.0,3,1.0,0.116822429906542,5,False,0.116822429906542,Percentage,0.116822429906542
12,3,Ralph Macchio,Actor/Actress,Eliminated Week 9,21.0,3,5.0,0.0981308411214953,9,False,0.0981308411214953,Percentage,0.0981308411214953
12,3,Romeo,Singer/Rapper,Eliminated Week 8,20.0,3,8.0,0.0934579439252336,8,False,0.0934579439252336,Percentage,0.0934579439252336
12,3,Sugar Ray Leonard,Athlete,Eliminated Week 4,20.0,3,8.0,0.0934579439252336,4,False,0.0934579439252336,Percentage,0.0934579439252336
12,3,Wendy Williams,TV Personality,Eliminated Week 3,15.0,3,10.0,0.0700934579439252,3,True,0.0700934579439252,Percentage,0.0700934579439252
12,4,Chelsea Kane,Actor/Actress,3rd Place,26.0,3,1.0,0.1262135922330097,11,False,0.12621359223341397,Percentage,0.12621359223341397
12,4,Chris Jericho,Athlete,Eliminated Week 6,23.0,3,4.0,0.1116504854368932,6,False,0.11165048543729744,Percentage,0.11165048543729744
12,4,Hines Ward,Athlete,1st Place,25.0,3,2.0,0.1213592233009708,11,False,0.12135922330137505,Percentage,0.12135922330137505
12,4,Kendra Wilkinson,TV Personality,Eliminated Week 7,18.0,3,9.0,0.087378640776699,7,False,0.10194174757140076,Percentage,0.10194174757140076
12,4,Kirstie Alley,Actor/Actress,2nd Place,22.0,3,7.0,0.1067961165048543,11,False,0.10679611650525854,Percentage,0.10679611650525854
12,4,Petra Nemcova,Model,Eliminated Week 5,23.0,3,4.0,0.1116504854368932,5,False,0.11165048543729744,Percentage,0.11165048543729744
12,4,Ralph Macchio,Actor/Actress,Eliminated Week 9,25.0,3,2.0,0.1213592233009708,9,False,0.12135922330137505,Percentage,0.12135922330137505
12,4,Romeo,Singer/Rapper,Eliminated Week 8,23.0,3,4.0,0.1116504854368932,8,False,0.11165048543729744,Percentage,0.11165048543729744
12,4,Sugar Ray Leonard,Athlete,Eliminated Week 4,21.0,3,8.0,0.1019417475728155,4,True,0.08737864077528426,Percentage,0.08737864077528426
12,5,Chelsea Kane,Actor/Actress,3rd Place,26.0,3,2.0,0.134020618556701,11,False,0.134020618556701,Percentage,0.134020618556701
12,5,Chris Jericho,Athlete,Eliminated Week 6,26.0,3,2.0,0.134020618556701,6,False,0.134020618556701,Percentage,0.134020618556701
12,5,Hines Ward,Athlete,1st Place,27.0,3,1.0,0.1391752577319587,11,False,0.1391752577319587,Percentage,0.1391752577319587
12,5,Kendra Wilkinson,TV Personality,Eliminated Week 7,22.0,3,6.0,0.1134020618556701,7,False,0.1134020618556701,Percentage,0.1134020618556701
12,5,Kirstie Alley,Actor/Actress,2nd Place,23.0,3,5.0,0.1185567010309278,11,False,0.1185567010309278,Percentage,0.1185567010309278
12,5,Petra Nemcova,Model,Eliminated Week 5,22.0,3,6.0,0.1134020618556701,5,True,0.1134020618556701,Percentage,0.1134020618556701
12,5,Ralph Macchio,Actor/Actress,Eliminated Week 9,22.0,3,6.0,0.1134020618556701,9,False,0.1134020618556701,Percentage,0.1134020618556701
12,5,Romeo,Singer/Rapper,Eliminated Week 8,26.0,3,2.0,0.134020618556701,8,False,0.134020618556701,Percentage,0.134020618556701
12,6,Chelsea Kane,Actor/Actress,3rd Place,28.0,3,1.0,0.1555555555555555,11,False,0.1555555555555555,Percentage,0.1555555555555555
12,6,Chris Jericho,Athlete,Eliminated Week 6,22.0,3,7.0,0.1222222222222222,6,True,0.1222222222222222,Percentage,0.1222222222222222
12,6,Hines Ward,Athlete,1st Place,27.0,3,3.0,0.15,11,False,0.15,Percentage,0.15
12,6,Kendra Wilkinson,TV Personality,Eliminated Week 7,25.0,3,5.0,0.1388888888888889,7,False,0.1388888888888889,Percentage,0.1388888888888889
12,6,Kirstie Alley,Actor/Actress,2nd Place,26.0,3,4.0,0.1444444444444444,11,False,0.1444444444444444,Percentage,0.1444444444444444
12,6,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,6.0,0.1333333333333333,9,False,0.1333333333333333,Percentage,0.1333333333333333
12,6,Romeo,Singer/Rapper,Eliminated Week 8,28.0,3,1.0,0.1555555555555555,8,False,0.1555555555555555,Percentage,0.1555555555555555
12,7,Chelsea Kane,Actor/Actress,3rd Place,32.0,4,3.0,0.169761273209549,11,False,0.169761273209568,Percentage,0.169761273209568
12,7,Hines Ward,Athlete,1st Place,33.0,4,1.0,0.1750663129973474,11,False,0.17506631299736639,Percentage,0.17506631299736639
12,7,Kendra Wilkinson,TV Personality,Eliminated Week 7,30.5,4,4.0,0.1618037135278514,7,True,0.15826702033596687,Percentage,0.15826702033596687
12,7,Kirstie Alley,Actor/Actress,2nd Place,30.0,4,5.0,0.1591511936339522,11,False,0.16091954022986613,Percentage,0.16091954022986613
12,7,Ralph Macchio,Actor/Actress,Eliminated Week 9,33.0,4,1.0,0.1750663129973474,9,False,0.17506631299736639,Percentage,0.17506631299736639
12,7,Romeo,Singer/Rapper,Eliminated Week 8,30.0,4,5.0,0.1591511936339522,8,False,0.16091954022986613,Percentage,0.16091954022986613
12,8,Chelsea Kane,Actor/Actress,3rd Place,27.5,3,1.0,0.2115384615384615,11,False,0.21153846153846154,Percentage,0.21153846153846154
12,8,Hines Ward,Athlete,1st Place,27.0,3,2.0,0.2076923076923077,11,False,0.20769230769230773,Percentage,0.20769230769230773
12,8,Kirstie Alley,Actor/Actress,2nd Place,26.5,3,3.0,0.2038461538461538,11,False,0.20384615384615382,Percentage,0.20384615384615382
12,8,Ralph Macchio,Actor/Actress,Eliminated Week 9,23.0,3,5.0,0.1769230769230769,9,False,0.20000000000000004,Percentage,0.20000000000000004
12,8,Romeo,Singer/Rapper,Eliminated Week 8,26.0,3,4.0,0.2,8,True,0.1769230769230769,Percentage,0.1769230769230769
12,9,Chelsea Kane,Actor/Actress,3rd Place,36.5,3,1.0,0.3106382978723404,11,False,0.3106382978723404,Percentage,0.3106382978723404
12,9,Hines Ward,Athlete,1st Place,30.0,3,2.0,0.2553191489361702,11,False,0.2553191489361702,Percentage,0.2553191489361702
12,9,Kirstie Alley,Actor/Actress,2nd Place,27.0,3,3.0,0.2297872340425532,11,False,0.2297872340425532,Percentage,0.2297872340425532
12,9,Ralph Macchio,Actor/Actress,Eliminated Week 9,24.0,3,4.0,0.2042553191489361,9,True,0.2042553191489361,Percentage,0.2042553191489361
12,10,Chelsea Kane,Actor/Actress,3rd Place,29.666600000000003,3,1.0,0.3396948007112996,11,False,0.3396948007112996,Percentage,0.3396948007112996
12,10,Hines Ward,Athlete,1st Place,29.666600000000003,3,1.0,0.3396948007112996,11,False,0.3396948007112996,Percentage,0.3396948007112996
12,10,Kirstie Alley,Actor/Actress,2nd Place,27.9999,3,3.0,0.3206103985774007,11,False,0.3206103985774007,Percentage,0.3206103985774007
13,1,Carson Kressley,TV Personality,Eliminated Week 5,17.0,3,7.0,0.0783410138248847,5,False,0.0783410138248847,Percentage,0.0783410138248847
13,1,Chaz Bono,TV Personality,Eliminated Week 6,17.0,3,7.0,0.0783410138248847,6,False,0.0783410138248847,Percentage,0.0783410138248847
13,1,Chynna Phillips,Singer/Rapper,Eliminated Week 4,22.0,3,1.0,0.1013824884792626,4,False,0.1013824884792626,Percentage,0.1013824884792626
13,1,David Arquette,Actor/Actress,Eliminated Week 7,18.0,3,6.0,0.0829493087557603,7,False,0.0829493087557603,Percentage,0.0829493087557603
13,1,Elisabetta Canalis,Actor/Actress,Eliminated Week 2,15.0,3,11.0,0.0691244239631336,2,False,0.0691244239631336,Percentage,0.0691244239631336
13,1,Hope Solo,Athlete,Eliminated Week 9,21.0,3,3.0,0.0967741935483871,9,False,0.0967741935483871,Percentage,0.0967741935483871
13,1,J.R. Martinez,Actor/Actress,1st Place,22.0,3,1.0,0.1013824884792626,11,False,0.1013824884792626,Percentage,0.1013824884792626
13,1,Kristin Cavallari,TV Personality,Eliminated Week 3,19.0,3,5.0,0.0875576036866359,3,False,0.0875576036866359,Percentage,0.0875576036866359
13,1,Metta World Peace (Ron),Athlete,Eliminated Week 1,14.0,3,12.0,0.064516129032258,1,True,0.064516129032258,Percentage,0.064516129032258
13,1,Nancy Grace,TV Personality,Eliminated Week 8,16.0,3,9.0,0.0737327188940092,8,False,0.0737327188940092,Percentage,0.0737327188940092
13,1,Ricki Lake,Actor/Actress,3rd Place,20.0,3,4.0,0.0921658986175115,11,False,0.0921658986175115,Percentage,0.0921658986175115
13,1,Rob Kardashian,TV Personality,2nd Place,16.0,3,9.0,0.0737327188940092,11,False,0.0737327188940092,Percentage,0.0737327188940092
13,2,Carson Kressley,TV Personality,Eliminated Week 5,18.0,3,9.0,0.0807174887892376,5,False,0.0852017937219731,Percentage,0.0852017937219731
13,2,Chaz Bono,TV Personality,Eliminated Week 6,17.0,3,11.0,0.0762331838565022,6,False,0.08968609865470852,Percentage,0.08968609865470852
13,2,Chynna Phillips,Singer/Rapper,Eliminated Week 4,21.0,3,4.0,0.0941704035874439,4,False,0.09417040358744397,Percentage,0.09417040358744397
13,2,David Arquette,Actor/Actress,Eliminated Week 7,18.0,3,9.0,0.0807174887892376,7,False,0.0852017937219731,Percentage,0.0852017937219731
13,2,Elisabetta Canalis,Actor/Actress,Eliminated Week 2,21.0,3,4.0,0.0941704035874439,2,True,0.07174887892376684,Percentage,0.07174887892376684
13,2,Hope Solo,Athlete,Eliminated Week 9,19.0,3,8.0,0.085201793721973,9,False,0.08520179372197306,Percentage,0.08520179372197306
13,2,J.R. Martinez,Actor/Actress,1st Place,22.0,3,2.0,0.0986547085201793,11,False,0.09865470852017937,Percentage,0.09865470852017937
13,2,Kristin Cavallari,TV Personality,Eliminated Week 3,22.0,3,2.0,0.0986547085201793,3,False,0.09865470852017937,Percentage,0.09865470852017937
13,2,Nancy Grace,TV Personality,Eliminated Week 8,21.0,3,4.0,0.0941704035874439,8,False,0.09417040358744397,Percentage,0.09417040358744397
13,2,Ricki Lake,Actor/Actress,3rd Place,23.0,3,1.0,0.1031390134529148,11,False,0.10313901345291487,Percentage,0.10313901345291487
13,2,Rob Kardashian,TV Personality,2nd Place,21.0,3,4.0,0.0941704035874439,11,False,0.09417040358744397,Percentage,0.09417040358744397
13,3,Carson Kressley,TV Personality,Eliminated Week 5,23.0,3,8.0,0.0970464135021097,5,False,0.09704641350356494,Percentage,0.09704641350356494
13,3,Chaz Bono,TV Personality,Eliminated Week 6,18.0,3,10.0,0.0759493670886076,6,False,0.10126582277898932,Percentage,0.10126582277898932
13,3,Chynna Phillips,Singer/Rapper,Eliminated Week 4,26.0,3,2.0,0.1097046413502109,4,False,0.10970464135166613,Percentage,0.10970464135166613
13,3,David Arquette,Actor/Actress,Eliminated Week 7,24.0,3,4.0,0.1012658227848101,7,False,0.10126582278626535,Percentage,0.10126582278626535
13,3,Hope Solo,Athlete,Eliminated Week 9,24.0,3,4.0,0.1012658227848101,9,False,0.10126582278626535,Percentage,0.10126582278626535
13,3,J.R. Martinez,Actor/Actress,1st Place,26.0,3,2.0,0.1097046413502109,11,False,0.10970464135166615,Percentage,0.10970464135166615
13,3,Kristin Cavallari,TV Personality,Eliminated Week 3,24.0,3,4.0,0.1012658227848101,3,True,0.07594936708278682,Percentage,0.07594936708278682
13,3,Nancy Grace,TV Personality,Eliminated Week 8,21.0,3,9.0,0.0886075949367088,8,False,0.08860759493816411,Percentage,0.08860759493816411
13,3,Ricki Lake,Actor/Actress,3rd Place,27.0,3,1.0,0.1139240506329113,11,False,0.11392405063436656,Percentage,0.11392405063436656
13,3,Rob Kardashian,TV Personality,2nd Place,24.0,3,4.0,0.1012658227848101,11,False,0.10126582278626535,Percentage,0.10126582278626535
13,4,Carson Kressley,TV Personality,Eliminated Week 5,20.0,3,9.0,0.0956937799043062,5,False,0.10047846889952156,Percentage,0.10047846889952156
